name,packet_size,sent,received,loss_percent,send_pps,return_pps,goodput_mbps,send_mbps,lat_samples,lat_avg_us,lat_med_us,lat_p95_us,lat_p99_us,lat_min_us,lat_max_us,lat_stdev_us,cpu_percent,rss_mb
main,64,50000,112,99.776,63333.534227014934,113.07537836253721,0.05789459372161905,32.426769524231645,100,789079.8617198016,789031.1784976802,789401.7799990252,789499.5810056571,788784.9780017859,789499.5810056571,184.17048775093713,0.0,1.765625
main,128,50000,106,99.788,63164.881677005375,114.45968801618,0.11720672052856831,64.6808388372535,100,790978.9174397156,790985.345000081,791469.5970030152,791603.3970032004,790386.7929999251,791603.3970032004,317.8459272420663,0.0,1.765625
main,256,50000,100,99.8,34320.24471139417,60.31915638685966,0.12353363228028859,70.28786116893525,94,1455965.6034254387,1455980.7650002767,1456778.7679989124,1456897.0690015703,1455077.9620039975,1456897.0690015703,541.6898954061098,0.0,1.765625
main,512,50000,78,99.844,20580.075270102217,29.652906351022285,0.12145830441378729,84.29598830633869,74,2428341.6781219933,2428323.354997701,2429403.1590034137,2429564.959995332,2427194.452000549,2429564.959995332,681.2629807251285,0.0,1.765625
main,1024,50000,52,99.896,10280.95834211236,10.268585827612146,0.0841202550997987,84.22161073858446,48,4861774.240270734,4861751.942498813,4863182.6470009405,4863390.04799811,4860262.037000211,4863390.04799811,913.3961313450766,0.0,1.765625
main,1500,50000,47,99.906,5610.288475812972,5.157491689714166,0.06188990027657,67.32346170975566,43,8910119.56527976,8910136.982995028,8911980.890996346,8912223.191997327,8908049.776000552,8912223.191997327,1237.1508337133419,0.0,1.765625
